,price,product_name,servings,weight
5531,£1.25,Lotus Biscoff Snack Packs,. This pack contains approx. 20 servings,186g
5532,£1.80,No.1 Lavender Shortbread,Typical values as sold,135g
5533,£2.55,Arden & Amici Soft Amaretti,. This pack contains approx. 14 servings per pack,150g
5534,£1.25,Bahlsen Luxury Jaffa Cakes,". * RI = Reference intake of an average adult (8 400kJ/ 2 000 kcal), A pack contains ca. 4 portions",125g
5535,£3.09,Border Biscuit Sharing Pack,". * RI = Reference intake of an average adult (8 400kJ/ 2 000 kcal), A pack contains ca. 4 portions",400g
5536,£1.80,Jules Destrooper Almond Thins,". * RI = Reference intake of an average adult (8 400kJ/ 2 000 kcal), A pack contains ca. 4 portions",100g
5537,£1.79,McVities V.I.Bs Classic Caramel Bliss,. Typical number of biscuits per pack: 15,250g
5538,£3.50,Thomas.J.Fudge's Salted Caramel Florentines,. Pack contains 8 servings,8s
5539,£2.60,Loacker Tortina Original,. Pack contains 8 servings,125g
5540,£1.99,Loacker Dark Chocolate Hazelnuts Biscuits,. Pack contains 8 servings,100g
5541,£2.16,Island Bakery Shortbread Biscuits,. Pack contains 8 servings,125g
5542,£3.00,No.1 Croquants de Cordes,Typical values as sold,90g
5543,£1.80,Jules Destrooper Butter Crisps,Typical values as sold,100g
5544,£3.36,Island Bakery Lemon Melts,Typical values as sold,133g
5545,£1.00,Bahlsen hit cocoa créme,Typical values as sold,220g
5546,£3.50,No.1 Milk Chocolate & Orange Florentines,Typical values as sold. Contains 8 Servings,150g
5547,£1.79,Bahlsen Baileys Choco Leibniz,". Reference intake of an average adult (8 400 kJ/2 000 kcal), A pack contains ca. 9 biscuits",135g
5548,£1.40,Waitrose Continental Milk Chocolate Butter Biscuits,Typical values as sold This pack provides 9 servings. Contains 9 Servings,125g
5549,£1.85,Arden's Lockerbie Cheddar & Onion Bites,". 1 serving = 6g (approx), This pack contains 13 servings (approx)",80g
5550,£1.29,Bahlsen deloba,". * RI = Reference intake of an average adult (8400 kJ/2000 kcal), A pack contains ca. 3 portions",100g
5551,£2.59,Walker's Slowbake Shortbread,". * RI = Reference intake of an average adult (8400 kJ/2000 kcal), A pack contains ca. 3 portions",160g
5552,£1.79,Bahlsen waffeletten milk,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 3 portions",100g
5553,£2.99,Bahlsen Collection,". * RI = Reference intake of an average adult (8400 kJ/ 2000 kcal), A pack contains ca. 6 portions",174g
5554,£1.65,Border Lemon Drizzle Melts,". * RI = Reference intake of an average adult (8400 kJ/ 2000 kcal), A pack contains ca. 6 portions",150g
5555,£1.79,McVities V.I.Bs Luscious Blood Orange,. Typical number of biscuits per pack: 15,250g
5556,£1.79,Bahlsen Baileys Squares,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 12 biscuits",125g
5557,£2.19,Jules Destrooper Almond Thins & Belgian Chocolate,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 12 biscuits",100g
5558,£2.80,Miller's Toast Plum & Date,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 12 biscuits",100g
5559,£2.75,Jules Destrooper Crocante Chocolate Florentines,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 12 biscuits",100g
5560,£2.25,Chloe's Continental Selection,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 12 biscuits",200g
5561,£1.79,McVities V.I.Bs Heavenly Chocolate Hazelnut,. Typical number of biscuits per pack: 15,250g
5562,£2.20,KitKat Milk 2 Fingers,". *Reference Intake of an average adult (8400kJ/2000kcal), Contains 14 servings, Portions should be adjusted for children of different ages",14s
5563,£1.45,McVitie's Penguin 8s,. Typical number of bars per pack: 8,196.8g
5564,£1.50,McVitie's Orange Club,. Typical number of biscuits per pack: 8,8s
5565,95p,Tunnock's milk chocolate tea cakes,. *Reference intake of an average adult (8400 kJ/2000 kcal),6x24g
5566,£1.50,McVitie's Mint Club,. Typical number of biscuits per pack: 8,8s
5567,£2.00,KitKat Milk 2 Fingers,". *Reference Intake of an average adult (8400KJ/2000kcal), Contains 9 servings, Portions should be adjusted for children of different ages",9s
5568,60p,McVitie's Jaffa Cakes,. Typical number of cakes per pack: 10,10s
5569,£1.00,Bahlsen Pick Up! Milk Chocolate,". * RI = Reference intake of an average adult (8400 kJ / 2000 kcal), A pack contains 5 portions",5x28g
5570,£1.49,McVitie's 8 Gold Bars,. Typical number of bars per pack: 8,142g
5571,£2.99,Tunnock's caramel wafer biscuits,Reference Intakes*. *Reference intake of an average adult (8400 kJ/2000 kcal),16x30g
5572,£2.00,KitKat Dark 2 Fingers,". *Reference Intake of an average adult (8400kJ/2000kcal), Contains 9 servings, Portion should be adjusted for children of different ages",9s
5573,£1.00,Bahlsen Pick Up! Dark Chocolate,". * RI = Reference intake of an average adult (8400 kJ/2000 kcal), A pack contains 5 portions",5x28g
5574,£1.65,McVitie's Jaffa Cakes,. Typical number of cakes per pack: 20,20s
5575,£1.00,Tunnock's wafer biscuits caramel,. *Reference intake of an average adult (8400 kJ/2000 kcal),4x30g
5576,£1.60,Twix Fingers,. *Reference intake of an average adult (8 400 kJ/2 000 kcal),9x23g
5577,£1.00,Waitrose mini jaffa cakes,Typical values as sold This pack provides 5 servings. Contains 5 Servings,125g
5578,£1.40,Waitrose Free From Choc Chunk Cookies,Typical values as sold. Contains 8 Servings,150g
5579,95p,Tunnock's tea cakes dark chocolate,. *Reference intake of an average adult (8400 kJ/2000 kcal),6x24g
5580,£1.40,Tunnock's dark caramel wafer biscuits,. *Reference intake of an average adult (8400 kJ / 2000 kcal),8x30g
5581,£1.20,Essential Milk Chocolate Digestive Bars,This pack provides 10 servings.  Typical values as sold. Contains 10 Servings,10s
5582,£1.55,Cadbury Milk Chocolate Fingers,. *% reference intake of an average adult (8400 kJ / 2000 kcal),114g
5583,£1.60,Cadbury TimeOut Wafer,. *Reference intake of an average adult (8400 kJ / 2000 kcal),7x21.2g
5584,£1.60,Waitrose Free From Oat&Sultana Cookies,Typical values as sold. Contains 8 Servings,150g
5585,£1.25,Bahlsen Choco Moments Crunchy Mint Biscuits,". * RI = Reference intake of an average adult (8 400 kJ/2 000 kcal), A pack contains ca. 3 portions",120g
5586,£2.10,Fox's Favourites,". * RI = Reference intake of an average adult (8 400 kJ/2 000 kcal), A pack contains ca. 3 portions",355g
5587,£1.25,Bahlsen Choco Leibniz White,". * RI = Reference intake of an average adult (8 400 kJ/ 2 000 kcal), A pack contains ca. 4 portions",125g
5588,89p,Wagon Wheels original,". *Serving size = 1 wheel, 6 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",6s
5589,£1.99,KitKat Dark Mint 2 Fingers,". *Reference Intake of an average adult (8400kJ/2000kcal), Contains 9 servings, Portions should be adjusted for children of different ages",9s
5590,£1.20,McVities rich tea lights,. Typical number of biscuits per pack: 36,300g
5591,£2.50,McVitie's Jaffa Cakes,. Typical number of cakes per pack: 30,30s
5592,£1.25,Bahlsen Choco Moments Crunchy Hazelnut,". * RI = Reference intake of an average adult (8 400 kJ/2 000 kcal), A pack contains ca. 3 portions",120g
5593,£1.00,Jammie Dodgers Mini Snack Packs,". *Reference intake of an average adult (8400 kJ/2000 kcal), 20g = 4 biscuits",6x20g
5594,92p,Fox's Rocky Chocolate 8 Bars,. *Reference intake of an average adult 8400kJ/2000kcal,159g
5595,92p,Fox's Rocky Caramel 8 Bars,. *Reference intake of an average adult 8400kJ/2000kcal,159g
5596,£2.29,BDelight GF Belgian Choc Wafers,. Contains 5 servings,107g
5597,£1.60,McVitie's Digestives Thins Dark Chocolate,. Typical number of biscuits per pack: 30,180g
5598,£1.00,Bahlsen Pick Up! Choco & Milk,". * RI = Reference intake of an average adult (8400 kJ/ 2000 kcal), A pack contains 5 portions",5x28g
5599,£1.05,Fox's classic,. *Reference intake of an average adult 8400kJ / 2000kcal,7s
5600,£1.45,Arden & Amici Savoiardi Sponge Fingers,. *Reference intake of an average adult 8400kJ / 2000kcal,200g
5601,£1.50,Eat Natural Maple Syrup Pecans Peanuts,. *Reference intake of an average adult 8400kJ / 2000kcal,3x45g
5602,£1.40,Waitrose Free From Stem Ginger Cookies,Typical values as sold. Contains 8 Servings,150g
5603,£2.39,Nature Valley Sweet & Salty Nut Dark Choc with Nuts,. *Reference intake of an average adult (8 400 kJ/ 2 000 kcal),4x30g
5604,£2.39,Nature Valley Sweet & Salty Nut Roasted Peanuts,. *Reference intake of an average adult (8 400 kJ/ 2 000 kcal),4x30g
5605,£1.60,Nairn's Gluten Free Wholegrain Crackers,. Reference Intake of an average adult (8400kJ/2000kcal),137g
5606,£2.49,Nature Valley Crunchy Peanut Butter Bars,". * Reference intake of an average adult (8 400 kJ/ 2 000 kcal), Contains 5 portions",5x42g
5607,£1.85,Nairn's Oat & Ginger Biscuit Breaks,. Reference Intake of an average adult (8400kJ/2000kcal),160g
5608,£1.45,WeightWatchers Caramel Wafers,. Reference intake of an average adult (8400 kJ/2000 kcal),5x16g
5609,£2.55,Trek Cocoa Oat 3 Protein Flapjacks,. Reference intake of an average adult (8400 kJ/2000 kcal),3x50g
5610,£2.00,Jordans Frusli Bars Raisin & Hazelnut,". *Reference Intake of an average adult (8400kJ / 2000kcal), Salt content is due to naturally occuring Sodium",6x30g
5611,£1.30,Go Ahead! Fruit & Oat Bakes Strawberry,. Typical number of bakes per pack: 6,6x35g
5612,£2.49,Graze Oat Bites Peanut Butter & Chocolate,. Typical number of bakes per pack: 6,4x30g
5613,£1.99,Get Buzzing 3 Nut Free Berry Bars,. Typical number of bakes per pack: 6,3x62g
5614,£2.05,Kellogg's Special K Juicy Red Berry,. *Reference intake of an average adult (8400kJ/2000kcal),5x27g
5615,£2.05,Alpen 5 bars strawberry with yoghurt,. *Reference intake of an average adult (8400kJ/2000kcal),145g
5616,£2.49,TREK Protein Flapjacks Smooth Lemon,. ♦Nutrient reference value,3x50g
5617,75p,Trek cocoa oat,. ◊Nutrient reference value,50g
5618,£2.05,Kellogg's Special K Milk Chocolate,. *Reference intake of an average adult (8400kJ/2000kcal),5x27g
5619,£2.49,Graze Maple & Oats Protein Bites,. *Reference intake of an average adult (8400kJ/2000kcal),4x30g
5620,£1.85,Nairn's oats & syrup,. Reference Intake of an average adult (8400kJ/2000kcal),160g
5621,£2.05,Kellogg's Nutri-Grain Strawberry,. (%NRV)=% Nutrient Reference Value,6x37g
5622,£2.00,Oat So Simple Morning Bars Golden Syrup,". This pack contains 5 servings, * Reference intake of an average adult (8400 kJ/2000 kcal)",5x35g
5623,£1.60,McVitie's Hobnobs Snack Bars Milk Chocolate & Caramel,. Typical number of bars per pack: 6,6x30g
5624,£2.00,Waitrose 8 Stem Ginger All Butter Cookies,Typical values as sold. Contains 8 Servings,200g
5625,£2.00,Waitrose 8 Belgian Double Chocolate Cookies,Typical values as sold. Contains 8 Servings,200g
5626,£2.00,Waitrose 8 Flapjack All Butter Cookies,Typical values as sold. Contains 8 Servings,200g
5627,£2.00,Waitrose 8 Belgian Triple Chocolate Cookies,. Contains 8 Servings,200g
5628,£2.00,Waitrose 8 Belgian White Chocolate Cookies,This pack provides 8 servings.  Typical values as sold. Contains 8 Servings,200g
5629,£2.00,Waitrose 8 Belgian Chocolate & Hazelnut Cookies,. Contains 8 Servings,200g
5630,£2.00,Waitrose 8 White Chocolate & Lemon All Butter Cookies,Typical values as sold. Contains 8 Servings,200g
5631,£1.25,Hellema Peanut Cookies,. This pack contains 12 cookies,200g
5632,£2.49,Maryland choc chip,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",2x230g
5633,£1.25,Waitrose Hazelnut & Milk Chocolate Cookies,Typical values as sold. Contains 7 Servings,150g
5634,£1.30,Maryland Sugar Free Choc Chip,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",230g
5635,£1.30,Maryland chocolate chip,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",230g
5636,£2.00,Waitrose orange & milk chocolate cookies,Typical values as sold. Contains 7 Servings,150g
5637,£2.00,Waitrose 8 Salted Caramel All Butter Cookies,Typical values as sold. Contains 8 Servings,200g
5638,£1.70,Fox's Chunkie Extremely Chocolatey Cookies,. Reference intake of an average adult 8400kJ / 2000kcal,175g
5639,£1.70,Fox's Chunkie Milk Chocolate Cookies,Reference Intake. Reference intake of an average adult 8400kJ / 2000kcal,180g
5640,£2.00,Waitrose milk chocolate chip cookies,Typical values as sold. Contains 7 Servings,150g
5641,£1.70,Fox's Chunkie Triple Chocolate Cookies,. Reference intake of an average adult 8400kJ / 2000kcal,180g
5642,£1.20,Waitrose mini choc chip cookies,Typical values as sold. Contains 22 Servings,100g
5643,£1.99,Galaxy Chocolate Chunk Cookies,. *Reference intake of an average adult (8400kJ/2000kcal),180g
5644,£1.99,Bounty Soft Baked Cookies,. *Reference intake of an average adult (8400kJ/2000kcal),180g
5645,£1.30,Maryland Double Choc,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",230g
5646,£1.49,Arden & Amici Amarettini,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",150g
5647,£3.05,Fox's Fabulously Biscuit Selection,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",275g
5648,£2.99,Royal Dansk Danish Butter Cookies,". *Serving size = 2 cookies (21g). Approx. 10 servings per pack, **Reference intake of an average adult (8400 kJ/2000 kcal)",340g
5649,£7.50,Waitrose Duchy Highland All Butter Shortbread Tin,Typical values as sold. Contains 24 Servings,300g
5650,£4.00,McVitie's Victoria,Typical values as sold. Contains 24 Servings,300g
5651,£1.99,Cadbury Crunchy Melts Chocolate,. *% reference intake of an average adult (8400 kJ / 2000 kcal),156g
5652,£1.50,Eat Natural Ginger Apple Dark Chocolate,. *% reference intake of an average adult (8400 kJ / 2000 kcal),3x45g
5653,£2.50,Nákd Peanut Delight Wholefood Bars,. *% reference intake of an average adult (8400 kJ / 2000 kcal),4x35g
5654,£1.50,Eat Natural Cranberries,. *% reference intake of an average adult (8400 kJ / 2000 kcal),4x33g
5655,£1.30,Go Ahead! Crispy Slices Forest Fruit,. Typical number of slices per pack: 18,262g
5656,£1.30,Go Ahead! Crispy Slices Apple,. Typical number of slices per pack: 18,262g
5657,£2.00,Special K Protein Berry & Nuts,. *Reference intake of an average adult (8400kJ/2000kcal),4x28g
5658,£2.49,Graze Banana Protein Oat Bites,. *Reference intake of an average adult (8400kJ/2000kcal),4x30g
5659,£2.49,Graze Oat Bites Honey,. *Reference intake of an average adult (8400kJ/2000kcal),4x30g
5660,£2.00,Eat Natural Protein Packed Chocolate and Orange,. *Reference intake of an average adult (8400kJ/2000kcal),3x45g
5661,£2.49,Nairns Oat Bar Apple & Cinnamon,. *Reference intake of an average adult (8400kJ/2000kcal),4x40g
5662,£2.00,Alpen Light Jaffa Cake 5 Bars,. *Reference intake of an average adult (8400kJ/2000kcal),95g
5663,£1.85,Nairns Chunky Apple & Cinnamon,. Reference Intake of an average adult (8400kJ/2000kcal),160g
5664,£2.00,Alpen light double chocolate 5 bars,. Reference Intake of an average adult (8400kJ/2000kcal),95g
5665,£2.00,Oat So Simple Morning Bars Fruit Muesli,". This pack contains 5 servings, * Reference intake of an average adult (8400 kJ/2000 kcal)",5x35g
5666,£2.50,Rude Health Peanut Crunch,". This pack contains 5 servings, * Reference intake of an average adult (8400 kJ/2000 kcal)",3x25g
5667,£2.00,Alpen light summer fruits 5 bars,". This pack contains 5 servings, * Reference intake of an average adult (8400 kJ/2000 kcal)",95g
5668,£1.00,Fox's Party Rings Minis 6 Mini Bags,. Reference intake of an average adult 8400kJ / 2000kcal,6x21g
5669,93p,McVitie's Iced Gems,. Typical number of packs per multipack: 6,6x23g
5670,£1.75,Barny Sponge Bears Chocolate,. ** Reference intake of an average adult (8400 kJ / 2000 kcal),125g
5671,£1.05,Cadbury Animals with Freddo,. *% reference intake of an average adult (8400 kJ / 2000 kcal),7x19.9g
5672,£2.05,Schär Gluten Free Chocolate Fingers,. **RI = Reference intake of an average adult (8 400kJ/2 000kcal),150g
5673,£1.45,Lu mikado milk chocolate,%* / 25 g = 11 sticks. *Reference intake of an average adult (8400 kJ/2000 kcal),70g
5674,£1.00,Oreo Golden,. *Reference intake of an average adult (8400 kJ / 2000 kcal),154g
5675,£1.00,Bahlsen Zoo Butter Biscuits,. *Reference intake of an average adult (8400 kJ / 2000 kcal),100g
5676,£2.50,"No.1 Fig, Plum & Cranberry Biscuits",Typical values as sold,130g
5677,£2.50,No.1 Rye Sourdough Crackers,Typical values,130g
5678,£2.50,No.1 Caraway & Five-Seed Wholemeal Biscuits,Typical values as sold,130g
5679,£2.50,"No.1 Beetroot, Nigella & Seed Oat Biscuits",Typical values as sold,130g
5680,£2.50,No.1 Charcoal & Sesame Wholemeal Biscuits,Typical values as sold,130g
5681,35p,Essential Baked Beans in Tomato Sauce,Typical values as sold. Contains 2 Servings,400g
5682,£1.50,Branston Baked Beans,. 5 a day: Portion Size 1/2 can; This pack contains (4 x) 2 servings,4x410g
5683,£3.00,Heinz Beanz Family Pack,". Serving per can - 2, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",6x415g
5684,£1.80,Heinz Beanz,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),3x200g
5685,30p,Essential Baked Beans in Tomato Sauce,Typical values as sold. Contains 1 Servings,220g
5686,£2.50,Heinz Beanz,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x415g
5687,£1.25,Heinz Beanz with Pork Sausages,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",415g
5688,85p,Heinz Beanz Baked Beans,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),415g
5689,£1.25,Heinz Beef Ravioli in Tomato Sauce,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5690,65p,Heinz Baked Beanz,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),200g
5691,65p,Heinz No Added Sugar Beanz,". Servings per can - 1, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",200g
5692,£2.50,Heinz Beanz Snap Pots,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x200g
5693,£2.50,Heinz Beanz No Added Sugar,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x415g
5694,£1.25,Heinz Macaroni Cheese,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5695,£1.00,Mr Organic Organic Baked Beans,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5696,£2.50,Heinz No Added Sugar Beanz Snap Pots,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x200g
5697,50p,Branston baked beans,. 5 a day portion size: 1 can; This pack contains 1 serving,220g
5698,£1.00,Heinz Beanz,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),415g
5699,£1.00,Heinz five beanz,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",415g
5700,60p,Heinz spaghetti in tomato sauce,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 1",200g
5701,65p,Heinz Baked Beanz with pork sausages,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),200g
5702,56p,Heinz baked beanz,". Serving per can - 1, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",150g
5703,85p,Heinz Beanz No Added Sugar Beanz,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),415g
5704,65p,Heinz Weight Watchers baked beans,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),200g
5705,75p,Heinz Spaghetti in Tomato Sauce,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5706,£1.25,Heinz Spaghetti plus Sausages,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5707,35p,Essential Spaghetti Rings,Typical values as consumed. Contains 2 Servings,410g
5708,75p,Branston baked beans,". 5 a day: Portion Size: 1/2 can, This pack contains 2 servings",410g
5709,75p,Heinz Spaghetti Hoops in Tomato Sauce,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5710,35p,Essential Short Cut Spaghetti in Tomato Sauce,. Contains 2 Servings,410g
5711,£4.00,Mr Organic Organic Baked Beans,. Contains 2 Servings,4x400g
5712,£1.00,Heinz beanz curry,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),390g
5713,£1.30,Heinz Spaghetti Hoops Snap Pots,. *15% RI. Reference intake of an average adult (8400kJ/2000kcal),2x190g
5714,£2.75,Heinz Spaghetti in Tomato Sauce,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x400g
5715,£2.70,Heinz Spaghetti Hoops,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",4x400g
5716,80p,Heinz spaghetti plus sausages,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 1",200g
5717,55p,Heinz Paw Patrol Pasta Shapes No Added Sugar,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),205g
5718,£1.80,Heinz Beanz No Added Sugar,". Servings per can - 1, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",3x200g
5719,£2.90,Heinz Five Beanz Snap Pots,". Servings per pot - 1, *RI per serving. Reference intake of an average adult (8400kJ/2000kcal)",4x200g
5720,£1.00,Heinz Beanz Barbecue,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),390g
5721,75p,Heinz Alphabetti Pasta,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5722,80p,Heinz ravioli in tomato sauce,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 1",200g
5723,84p,Mug Shot Tomato & Herb Pasta,". Once boiling water has been added to the contents of this sachet it weighs 264g (approx), This represents one serving, All values below relate to the product when made up with water (i.e. per 100g is a portion of the 264g serving)",64g
5724,84p,Mug Shot Roast Chicken Flavour Pasta,". Once boiling water has been added to the contents of this sachet it weighs 255g (approx), This represents one serving, All values below relate to the product when made up with water (i.e. per 100g is a portion of the 255g serving)",55g
5725,£1.00,Heinz Classic Cream of Tomato Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5726,£1.00,Heinz Classic Cream of Chicken Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5727,£1.00,Heinz Classic vegetable soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5728,£1.00,Heinz Classic minestrone soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5729,£1.00,Heinz Classic mulligatawny soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5730,£1.00,Heinz cream of tomato & basil soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5731,£1.85,Baxters Chef Selections Lobster Bisque,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5732,£1.85,Baxters Chef Selections Cream of Asparagus,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5733,£1.25,Heinz Cream of Tomato Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x22g
5734,£1.00,Heinz Classic cream of soup mushroom,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5735,£1.00,Heinz Classic Cream of Chicken & Mushroom Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5736,£1.05,Cooks' Ingredients Croutons,Typical values. Contains 4 Servings,100g
5737,£2.80,Heinz Cream of Tomato Soup,. * RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x400g
5738,50p,Essential Cream of Tomato Soup,. Contains 2 Servings,400g
5739,£1.00,Heinz Classic chicken noodle soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5740,£1.00,Baxters Super Good Root Vegetable and Turmeric Soup,. Serves 1,400g
5741,£1.00,Heinz Classic oxtail soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5742,£1.00,Heinz Classic scotch broth soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5743,£1.00,Heinz Classic Pea & Ham Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5744,£1.65,Heinz Big Soup Chicken & Vegetable,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5745,£1.29,Heinz Classic cream of tomato soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5746,50p,Essential Cream of Mushroom Soup,Typical values as sold. Contains 2 Servings,400g
5747,£1.25,Heinz Minestrone Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x18g
5748,£1.00,"Baxters Super Good Tomato, Orange and Ginger Soup",. Serves 1,400g
5749,£1.35,Heinz Tomato & Chilli Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x22.5g
5750,50p,Essential Cream of Chicken Soup,Typical values as sold. Contains 2 Servings,400g
5751,£1.15,Baxters vegetarian soup spicy parsnip,. Serve 1,400g
5752,£1.25,Heinz Cream of Mushroom Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x17.5g
5753,£1.85,Baxters Chef Selections Beef Consommé,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5754,£1.25,Heinz Chicken Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x17g
5755,£2.00,itsu Miso' Easy Traditional,. This pack contains 5 servings,5x21g
5756,50p,Essential Vegetable Soup,Typical values as sold. Contains 2 Servings,400g
5757,£2.00,Amy's kitchen lentil soup,Typical values as sold. Contains 2 Servings,400g
5758,£1.15,Baxters favourites soup cream of tomato,. Serves 1,400g
5759,£1.00,Heinz classic bacon & lentil soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5760,£1.00,Heinz Classic lentil soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5761,£1.65,Heinz Big Soup Lamb & Vegetable,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5762,£1.00,"Baxters Super Good Pea, Broccoli and Basil Pesto Soup",. Serves 1,400g
5763,£1.00,Heinz Classic chicken & sweetcorn soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5764,£1.00,Heinz Classic spring vegetable soup,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), Servings per can - 2",400g
5765,£1.15,Baxters vegetarian soup country garden,. Serves 1,400g
5766,£1.05,Campbell's Condensed Mushroom Soup,% RI*. *Reference intake of an average adult (8400kJ/2000kcal),295g
5767,£1.15,Baxters favourites French onion,. Serves 1,400g
5768,£1.00,Heinz No Added Sugar Cream of Tomato Soup 25% Less Salt,". *RI per serving. Reference intake of an average adult (8400kJ/2000kcal), **Contains naturally occurring sugars",400g
5769,£1.15,Baxters vegetarian soup carrot & coriander,. Serves 1,400g
5770,£1.25,Heinz Chicken Noodle & Vegetable Cup Soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),4x18g
5771,£1.00,Heinz Classic carrot & coriander soup,. *RI per serving. Reference intake of an average adult (8400kJ/2000kcal),400g
5772,£1.15,Baxters vegetarian soup carrot & butterbean,. Serves 1,400g
5773,£1.15,Baxters favourites pea & ham,. Serves 1,400g
